Data As Of,Start Date,End Date,Group,State,Sex,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,P&C Deaths,Influenza Deaths,P/I/C Deaths
09/27/2023,11/01/2022,11/30/2022,By Month,North Carolina,Female,Under 1 year,0.0,27.0,0.0,0.0,0.0,0.0
09/27/2023,11/01/2022,11/30/2022,By Month,North Carolina,Female,0-17 years,0.0,52.0,0.0,0.0,0.0,0.0
09/27/2023,11/01/2022,11/30/2022,By Month,North Carolina,Female,65-74 years,28.0,803.0,66.0,11.0,12.0,95.0
09/27/2023,11/01/2022,11/30/2022,By Month,North Carolina,Female,85 years and over,74.0,1488.0,92.0,20.0,13.0,159.0
09/27/2023,12/01/2022,12/31/2022,By Month,North Carolina,Male,65-74 years,38.0,1205.0,100.0,13.0,13.0,137.0
09/27/2023,12/01/2022,12/31/2022,By Month,North Carolina,Male,75-84 years,72.0,1382.0,114.0,23.0,17.0,178.0
09/27/2023,12/01/2022,12/31/2022,By Month,North Carolina,Male,85 years and over,59.0,1056.0,93.0,19.0,15.0,148.0
09/27/2023,12/01/2022,12/31/2022,By Month,North Carolina,Female,Under 1 year,0.0,26.0,0.0,0.0,0.0,0.0
09/27/2023,12/01/2022,12/31/2022,By Month,North Carolina,Female,50-64 years,23.0,678.0,58.0,10.0,13.0,84.0
09/27/2023,12/01/2022,12/31/2022,By Month,North Carolina,Female,65-74 years,27.0,883.0,70.0,14.0,10.0,93.0
09/27/2023,12/01/2022,12/31/2022,By Month,North Carolina,Female,75-84 years,61.0,1281.0,114.0,29.0,20.0,165.0
09/27/2023,12/01/2022,12/31/2022,By Month,North Carolina,Female,85 years and over,86.0,1645.0,126.0,27.0,22.0,206.0
09/27/2023,01/01/2023,01/31/2023,By Month,North Carolina,Male,Under 1 year,0.0,39.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2023,01/31/2023,By Month,North Carolina,Female,Under 1 year,0.0,30.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2023,01/31/2023,By Month,North Carolina,Female,0-17 years,0.0,45.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2023,01/31/2023,By Month,North Carolina,Female,15-24 years,0.0,27.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2023,01/31/2023,By Month,North Carolina,Female,75-84 years,111.0,1359.0,125.0,34.0,11.0,212.0
09/27/2023,01/01/2023,01/31/2023,By Month,North Carolina,Female,85 years and over,154.0,1727.0,154.0,65.0,11.0,252.0
09/27/2023,02/01/2023,02/28/2023,By Month,North Carolina,Male,Under 1 year,0.0,33.0,0.0,0.0,0.0,0.0
09/27/2023,02/01/2023,02/28/2023,By Month,North Carolina,Male,0-17 years,0.0,61.0,0.0,0.0,0.0,0.0
09/27/2023,02/01/2023,02/28/2023,By Month,North Carolina,Male,85 years and over,48.0,819.0,70.0,17.0,0.0,101.0
09/27/2023,02/01/2023,02/28/2023,By Month,North Carolina,Female,Under 1 year,0.0,26.0,0.0,0.0,0.0,0.0
09/27/2023,02/01/2023,02/28/2023,By Month,North Carolina,Female,65-74 years,37.0,799.0,67.0,16.0,0.0,88.0
09/27/2023,03/01/2023,03/31/2023,By Month,North Carolina,Male,Under 1 year,0.0,42.0,0.0,0.0,0.0,0.0
09/27/2023,03/01/2023,03/31/2023,By Month,North Carolina,Male,0-17 years,0.0,74.0,0.0,0.0,0.0,0.0
09/27/2023,03/01/2023,03/31/2023,By Month,North Carolina,Male,5-14 years,0.0,14.0,0.0,0.0,0.0,0.0
09/27/2023,03/01/2023,03/31/2023,By Month,North Carolina,Male,15-24 years,0.0,73.0,0.0,0.0,0.0,0.0
09/27/2023,03/01/2023,03/31/2023,By Month,North Carolina,Female,15-24 years,0.0,24.0,0.0,0.0,0.0,0.0
09/27/2023,03/01/2023,03/31/2023,By Month,North Carolina,Female,45-54 years,0.0,193.0,11.0,0.0,0.0,11.0
09/27/2023,04/01/2023,04/30/2023,By Month,North Carolina,Male,Under 1 year,0.0,36.0,0.0,0.0,0.0,0.0
09/27/2023,04/01/2023,04/30/2023,By Month,North Carolina,Male,5-14 years,0.0,11.0,0.0,0.0,0.0,0.0
09/27/2023,04/01/2023,04/30/2023,By Month,North Carolina,Male,15-24 years,0.0,70.0,0.0,0.0,0.0,0.0
09/27/2023,04/01/2023,04/30/2023,By Month,North Carolina,Male,18-29 years,0.0,115.0,0.0,0.0,0.0,0.0
09/27/2023,04/01/2023,04/30/2023,By Month,North Carolina,Male,85 years and over,24.0,828.0,70.0,12.0,0.0,82.0
09/27/2023,04/01/2023,04/30/2023,By Month,North Carolina,Female,Under 1 year,0.0,34.0,0.0,0.0,0.0,0.0
09/27/2023,04/01/2023,04/30/2023,By Month,North Carolina,Female,0-17 years,0.0,53.0,0.0,0.0,0.0,0.0
09/27/2023,04/01/2023,04/30/2023,By Month,North Carolina,Female,15-24 years,0.0,32.0,0.0,0.0,0.0,0.0
09/27/2023,04/01/2023,04/30/2023,By Month,North Carolina,Female,18-29 years,0.0,59.0,0.0,0.0,0.0,0.0
09/27/2023,04/01/2023,04/30/2023,By Month,North Carolina,Female,75-84 years,26.0,1097.0,77.0,10.0,0.0,93.0
09/27/2023,05/01/2023,05/31/2023,By Month,North Carolina,Male,Under 1 year,0.0,28.0,0.0,0.0,0.0,0.0
09/27/2023,05/01/2023,05/31/2023,By Month,North Carolina,Female,Under 1 year,0.0,28.0,0.0,0.0,0.0,0.0
09/27/2023,05/01/2023,05/31/2023,By Month,North Carolina,Female,0-17 years,0.0,47.0,0.0,0.0,0.0,0.0
09/27/2023,05/01/2023,05/31/2023,By Month,North Carolina,Female,5-14 years,0.0,11.0,0.0,0.0,0.0,0.0
09/27/2023,05/01/2023,05/31/2023,By Month,North Carolina,Female,15-24 years,0.0,30.0,0.0,0.0,0.0,0.0
09/27/2023,05/01/2023,05/31/2023,By Month,North Carolina,Female,18-29 years,0.0,61.0,0.0,0.0,0.0,0.0
09/27/2023,06/01/2023,06/30/2023,By Month,North Carolina,Male,Under 1 year,0.0,29.0,0.0,0.0,0.0,0.0
09/27/2023,06/01/2023,06/30/2023,By Month,North Carolina,Male,5-14 years,0.0,12.0,0.0,0.0,0.0,0.0
09/27/2023,06/01/2023,06/30/2023,By Month,North Carolina,Male,15-24 years,0.0,85.0,0.0,0.0,0.0,0.0
09/27/2023,06/01/2023,06/30/2023,By Month,North Carolina,Male,30-39 years,0.0,146.0,0.0,0.0,0.0,0.0
09/27/2023,06/01/2023,06/30/2023,By Month,North Carolina,Male,45-54 years,0.0,347.0,15.0,0.0,0.0,15.0
09/27/2023,06/01/2023,06/30/2023,By Month,North Carolina,Female,Under 1 year,0.0,37.0,0.0,0.0,0.0,0.0
09/27/2023,06/01/2023,06/30/2023,By Month,North Carolina,Female,18-29 years,0.0,42.0,0.0,0.0,0.0,0.0
09/27/2023,07/01/2023,07/31/2023,By Month,North Carolina,Male,40-49 years,0.0,252.0,0.0,0.0,0.0,0.0
09/27/2023,07/01/2023,07/31/2023,By Month,North Carolina,Male,85 years and over,18.0,811.0,65.0,10.0,0.0,73.0
09/27/2023,07/01/2023,07/31/2023,By Month,North Carolina,Female,Under 1 year,0.0,26.0,0.0,0.0,0.0,0.0
09/27/2023,07/01/2023,07/31/2023,By Month,North Carolina,Female,5-14 years,0.0,11.0,0.0,0.0,0.0,0.0
09/27/2023,08/01/2023,08/31/2023,By Month,North Carolina,Male,Under 1 year,0.0,37.0,0.0,0.0,0.0,0.0
09/27/2023,08/01/2023,08/31/2023,By Month,North Carolina,Male,0-17 years,0.0,68.0,0.0,0.0,0.0,0.0
09/27/2023,08/01/2023,08/31/2023,By Month,North Carolina,Male,15-24 years,0.0,76.0,0.0,0.0,0.0,0.0
09/27/2023,08/01/2023,08/31/2023,By Month,North Carolina,Male,18-29 years,0.0,129.0,0.0,0.0,0.0,0.0
09/27/2023,08/01/2023,08/31/2023,By Month,North Carolina,Male,25-34 years,0.0,148.0,0.0,0.0,0.0,0.0
09/27/2023,08/01/2023,08/31/2023,By Month,North Carolina,Female,Under 1 year,0.0,26.0,0.0,0.0,0.0,0.0
09/27/2023,08/01/2023,08/31/2023,By Month,North Carolina,Female,18-29 years,0.0,38.0,0.0,0.0,0.0,0.0
09/27/2023,08/01/2023,08/31/2023,By Month,North Carolina,Female,25-34 years,0.0,50.0,0.0,0.0,0.0,0.0
